,mod,wt
109005,1,5
109008,1,5
109009,1,5
92617,3,397
99591,3,1552
92014,0,706
94260,0,22
87446,2,1553
87447,2,1554
855656,2,1
92012,2,1555
92131,0,333
98589,2,25
92134,0,50
92614,3,294
92135,0,22
92018,2,159
86807,0,22
86806,2,30
86805,2,1556
86804,2,30
86802,0,1557
86801,2,13
86800,71,823
92138,3,284
86809,3,1558
86808,0,12
85578,79,1559
85579,2,1336
88671,2,57
93949,0,12
96719,119,1560
99978,0,1
98799,0,1
88324,2,2
88325,2,1
88326,2,2
122243,1,2
122242,2,1
122241,1,2
122247,2,1561
122246,0,1
122245,2,1
122244,2,1
88320,2,13
122249,1,2
122248,2,68
88321,2,63
87048,2,380
87049,2,31
87044,65,1562
87045,0,1563
87046,0,1564
87047,0,15
87040,0,50
87041,2,230
87042,3,62
87043,3,939
94126,3,753
97817,0,691
97814,2,382
95595,2,50
97815,1,5
95594,2,29
111472,1,5
111473,1,2
111470,2,1
111476,1,5
111477,1,83
110718,1,1
110719,1,83
110714,1,2
110715,2,1
110716,2,1
110717,0,1
110711,1,2
110712,2,1
110713,2,68
89156,2,1
95499,3,1565
93105,2,90
107963,2,1
86428,2,44
107196,2,30
107964,1,5
107197,1,5
145650,1,1
94248,3,1566
94249,0,52
145657,2,139
93106,2,1
97571,0,1567
97570,2,206
97573,0,105
97572,0,105
97575,3,1
118068,48,1568
118069,2,1
118066,1,83
118067,1,2
118065,1,2
118062,0,3
118063,1,2
118060,1,5
118061,1,5
145654,1,83
99248,2,475
99245,17,130
99247,2,567
99246,2,567
99241,0,12
99240,0,2
99243,0,724
95591,0,52
95590,2,90
95593,2,9
95597,2,51
95596,2,40
98557,0,13
93107,1,1
95627,0,12
95626,2,51
95625,2,189
95624,2,2
95623,2,13
95622,0,47
95621,0,625
95620,0,700
99793,2,30
99792,3,1569
99791,0,36
99790,1,3
99796,1,5
95629,0,52
95628,0,50
98555,3,469
112608,1,83
112609,2,44
112604,1,2
112605,1,1
112606,1,5
112607,1,5
112600,1,2
112601,1,2
112602,0,131
112603,1,2
87723,4,1570
95754,3,729
92718,0,52
107824,1,2
92719,2,151
86317,0,52
98551,3,2
85746,2,529
93260,2,100
106968,1,5
106969,2,0
106960,0,1
106961,1,59
106962,1,2
106963,1,2
106964,1,83
106965,1,5
106966,1,3
106967,1,5
93661,3,232
93663,0,22
93662,0,156
146986,2,30
93664,0,10
93667,0,22
93669,0,3
93101,0,52
94488,0,22
94484,2,7
94485,2,92
94486,0,12
92059,0,1
95650,0,1121
91475,2,338
94480,0,1571
94481,2,22
94624,1,2
91470,3,2
94625,6,1
91471,2,100
92058,2,127
93084,3,397
93087,2,234
93086,2,7
93080,2,35
93083,2,141
93082,1,2
94620,2,1
93089,0,1572
93088,3,28
94621,0,22
94623,0,547
104610,1,3
104611,1,1
104612,2,14
104613,0,10
104614,0,21
104615,1,1
104616,2,1
104617,2,21
104619,2,13
93102,1,7
99599,0,35
90714,2,1
90715,2,228
90716,2,398
90710,2,9
90711,2,13
99920,1,1
102203,0,1
99921,2,13
1436323,0,1573
102202,0,21
99922,0,50
99923,2,1
99924,2,76
104915,2,30
99925,2,44
104914,1,5
94363,2,102
108968,1,1
108969,0,1
108966,1,83
108967,1,83
108964,2,1
108965,1,5
108962,1,1
108963,2,68
108960,1,1
108961,1,68
96161,104,1313
104919,2,68
96160,2,3
104918,1,5
99461,1,5
106108,1,83
106109,1,2
99598,2,159
106102,0,346
106103,0,21
106100,0,229
106101,0,346
106106,0,1
106107,1,2
106104,0,10
106105,0,74
102618,2,13
102612,0,12
102613,0,36
102610,2,30
102611,2,76
102616,0,12
102617,0,50
102614,1,3
102615,0,1
112165,1,2
112167,0,12
112166,1,1
112161,2,2
112163,2,1
112162,1,5
112169,0,1
112168,1,2
106366,1,1
106367,1,5
106365,0,1
99597,3,1
97179,1,3
103053,2,13
103052,2,40
103051,0,3
103050,1,2
103054,0,12
88952,0,52
92057,2,130
109708,1,5
109701,1,2
109700,2,44
109703,1,1
109702,2,1
109705,2,1
109704,2,1
109707,1,1
109706,1,1
92056,2,1
89924,3,1574
127921,0,1
127920,1,2
127923,0,36
127922,2,1
127925,0,1575
127924,1,5
127927,1,2
127926,1,1
127929,2,1
127928,1,5
94824,0,892
92126,3,157
91391,3,1576
100508,0,1577
100509,0,3
97178,120,1578
100500,0,10
100501,2,13
100502,2,7
100503,3,1579
100504,0,1
100505,0,36
100506,2,1
100507,0,1
87554,2,7
94831,0,12
86307,1,22
86300,2,1580
86301,3,62
86308,1,2
86309,3,284
89395,2,566
87555,2,128
102069,0,10
102068,0,33
87674,2,1581
94675,0,3
87671,0,1
142894,1,3
91397,2,13
91396,2,1582
87559,2,51
91395,1,2
101363,0,407
101362,0,35
101361,0,10
101360,0,1
101367,0,21
101366,0,21
101365,0,3
101364,0,3
91393,2,90
101369,1,2
101368,4,550
91392,2,649
99620,2,1
88844,2,1583
134749,2,1
134748,1,2
134741,1,1
134740,1,2
134742,2,0
134745,1,1
134744,2,1
134747,1,5
134746,1,83
93036,2,379
102063,2,11
88847,15,1584
102062,0,1
94859,0,3
94858,1,2
91760,2,57
94853,2,302
94852,0,1585
94851,2,65
94850,0,13
94857,2,7
94856,2,1
94855,1,3
94854,0,50
98666,1,2
93108,2,129
89993,0,35
97132,0,10
97134,0,3
98662,0,10
97136,2,146
111678,2,1
111679,1,5
97138,2,1586
111674,0,1
111675,2,1
111676,0,1
111677,2,30
111670,2,1587
111671,1,5
111672,0,1
111673,2,68
91400,0,12
110109,1,2
110108,1,1
110105,1,5
110104,1,1
110107,1,5
110106,1,1
110101,2,1
110100,1,83
110103,1,5
110102,31,1
88846,15,1588
89568,2,204
89561,2,1589
89560,0,1085
89563,3,525
89562,2,144
89565,0,253
89564,2,13
89567,2,7
89566,0,12
105069,2,1
91764,2,380
98948,2,13
97205,3,1590
91757,0,22
93030,2,90
99078,1,1
92842,0,576
92840,3,1591
92846,2,8
92847,2,13
92844,2,95
95818,0,12
95819,8,1110
92848,2,1592
92849,2,262
96543,0,50
96542,2,13
96547,0,10
1329403,0,1
96544,2,90
96548,2,0
105109,0,1
105108,17,163
94701,0,275
105103,1,1
105102,1,5
105101,50,498
105100,0,1
105107,0,82
105106,2,7
105105,1,5
105104,1,1
91641,2,6
99075,0,1
94671,2,3
102147,2,13
91972,2,76
99088,1,12
91971,0,1593
91970,0,105
99966,0,1
91977,2,428
94039,3,41
94038,0,22
102458,2,25
102459,0,1
102450,0,21
102451,2,742
102452,0,1
102453,2,1
102454,2,583
102455,0,1
102456,0,3
102457,0,12
88048,2,304
98590,0,3
105479,0,68
98597,1,1
91647,2,0
89472,2,416
97688,1,2
97687,0,36
88042,2,237
112419,1,1
112418,1,5
112415,2,1
112414,1,5
112417,1,5
112416,1,83
112413,1,2
112412,1,83
91128,0,15
91120,8,1594
91122,2,13
91124,2,1
91126,0,3
99454,2,40
99456,1,2
99457,0,36
99450,0,1595
102128,0,36
102129,1,83
109547,1,2
109546,1,2
109542,1,30
109541,1,83
109540,1,2
145835,1,5
109549,1,2
109548,3,206
111991,2,68
111990,1,1
111992,1,2
97987,0,22
798626,2,1
145832,1,2
107325,1,5
99080,1,2
107327,2,68
111428,1,5
107326,2,68
91788,79,1596
91789,2,79
91787,2,739
91781,0,1597
91782,2,1598
107320,0,1
107185,2,1
107184,1,2
107322,1,2
107187,1,5
92473,15,138
107181,0,346
89997,2,475
92470,2,139
92477,0,1599
92476,0,1599
99848,1,1600
107182,1,59
91872,2,139
107242,2,30
107243,1,5
107240,29,255
107241,1,2
107246,2,67
107247,1,2
107244,1,2
107245,2,30
92789,0,1293
92788,2,1
107248,1,2
107249,1,2
93532,0,22
866024,2,2
866022,0,12
866023,1,2
88653,3,502
88656,3,1601
88657,2,935
88658,2,51
93788,2,112
93789,2,13
93782,15,840
93783,2,7
93780,0,156
93781,1,2
93786,2,150
93787,0,12
93785,2,382
107864,0,52
107865,1,2
107862,0,84
107863,0,52
107868,1,5
107869,1,5
145118,1,2
145119,2,1
101161,0,21
101160,0,3
101163,0,35
101162,0,1
101165,2,1
101164,1,83
101167,0,50
101166,2,65
101169,0,1
101168,0,1
117898,1,5
117899,1,2
117896,1,1
117897,1,2
117894,1,1
117895,1,5
117892,2,68
117893,1,2
117890,0,1
117891,2,1
96375,0,3
92108,2,3
90485,2,13
90488,3,284
89999,2,51
92541,2,3
86035,2,67
98260,0,22
98261,2,13
98262,2,76
98263,2,2
98265,0,131
98266,0,156
98267,0,3
98268,3,1149
98269,0,3
101839,2,76
101838,2,1
101837,2,1
101836,1,2
101835,2,259
101834,2,1
101833,1,2
101832,0,1
101831,0,10
101830,2,1
97390,0,52
1087849,1,2
1087848,2,9
1087846,0,22
1087843,1,3
1087842,0,12
96275,0,12
96274,3,567
93330,3,92
96272,0,3
86692,2,1602
86693,2,274
86696,1,12
93337,2,42
98046,3,469
2621022,2,13
93336,2,7
1334661,1,2
1855348,0,12
93335,2,668
89769,8,326
89768,3,1006
89475,2,40
89762,2,14
89761,2,398
89767,2,16
89766,15,347
89765,0,3
89764,2,825
94865,0,22
103158,2,13
103159,2,543
103156,2,9
103157,2,1
103154,0,12
103155,0,11
103152,2,30
103153,2,68
103150,0,3
103151,0,1
94861,3,2
87778,1,5
87779,1,5
87776,0,13
87773,0,12
87770,121,1603
87771,0,22
2620778,0,2
2620774,0,1604
2620771,0,1
93339,0,1605
89307,2,1
91299,0,1606
94058,0,50
88498,2,1
88499,0,35
88493,1,5
88491,2,2
88496,0,189
88494,3,1607
88495,2,7
98164,2,7
99605,2,102
89308,0,1
88141,0,22
88143,2,9
88144,2,17
88145,2,44
88146,2,1608
88147,2,115
88149,2,3
93539,2,12
93538,3,28
100719,0,22
100718,2,7
100711,1,83
100710,1,2
100713,0,69
100712,0,12
100715,1,1
100714,2,91
100716,0,3
91374,0,1
93531,36,1609
93061,2,230
93530,2,44
91888,0,9
93535,2,127
98160,1,3
93534,2,225
93537,0,156
93536,2,17
99604,2,76
94905,2,1
91371,0,1
90251,0,22
90253,0,22
90252,2,14
90255,0,3
90254,2,129
90257,3,1
111864,1,2
90259,2,90
90258,2,355
101446,1,1
101447,1,5
101444,0,12
101445,1,2
101442,2,7
101443,1,2
101440,0,21
101441,1,3
91370,0,128
101448,0,12
101449,2,217
96949,2,86
96947,1,2
96946,2,7
96945,0,1610
96943,2,13
96942,0,50
96941,1,3
96940,1,1
90949,0,3
94904,2,19
92123,3,1611
1087915,0,1612
91533,0,3
1087912,7,1613
91886,2,7
110808,31,1
110809,1,2
110807,1,2
110800,1,2
109385,0,36
103980,2,91
103983,2,79
103982,0,12
103984,0,12
103987,2,13
103986,2,1
87839,2,204
87838,4,1614
97387,1,1
95995,0,5
95994,2,1615
95997,0,52
95996,2,14
95991,0,35
95990,0,3
95993,15,277
95992,1,2
95999,0,1
93232,0,3
93233,0,105
93230,2,40
93236,3,1616
145849,0,1
118499,1,5
118498,1,3
118497,0,1
118496,1,5
118495,1,1617
118493,2,1
118492,1,2
118491,2,68
118490,1,1
105919,1,12
97385,0,10
110378,2,1
110379,0,52
110372,1,2
110373,1,1
110370,2,9
110371,1,2
110376,0,1618
110377,1,83
110374,1,2
110375,1,2
118149,2,30
118148,1,1
104469,2,30
104468,0,1
118141,1,59
118140,1,5
104461,1,2
104460,0,48
118145,1,5
118144,1,5
104465,1,1
118146,1,5
90458,2,379
99969,1,12
99369,0,3
95026,0,22
99367,1,3
89646,2,7
95029,2,13
98063,0,22
98060,2,1
98061,2,7
98066,0,3
98067,1,5
98064,2,139
98065,2,13
98068,2,427
98069,1,2
97026,2,40
95028,0,1
93908,0,12
93909,0,233
93904,3,52
93906,1,3
93900,2,260
93901,2,1619
93902,0,50
93903,2,239
105739,1,1
105730,0,1
105731,1,83
105732,0,52
107463,99,1219
107466,0,10
107467,1,5
107464,1,1
107465,1,83
99083,0,3
99082,0,22
107468,0,10
99086,2,213
99085,2,213
99084,2,623
95305,2,1620
96652,0,12
112338,0,1621
112339,1,3
112335,1,1622
112336,2,13
112337,2,1
112330,1,5
112331,1,5
112332,1,2
98939,2,9
98934,0,3
98936,2,13
98937,0,69
95300,0,9
98931,2,3
98932,2,9
98933,0,69
98594,2,427
108027,1,5
108026,1,2
108025,1,1
108024,1,5
108023,1,2
94908,1,79
97910,0,1211
108029,1,5
108028,7,2
112590,1,2
112591,1,1
112593,1,5
112594,1,5
112595,1,83
112596,1,2
112597,2,0
112598,2,0
112599,2,30
98604,0,1
92675,2,53
92674,1,5
90362,2,42
102173,2,7
102172,1,5
102171,2,9
102170,2,13
102176,2,1623
102175,1,3
102174,0,3
92673,0,22
2803250,3,2
106413,0,1
111819,2,1
106416,2,7
106417,1,1
95703,0,12
95809,2,25
95709,2,427
109088,1,5
109089,1,5
109086,1,5
109087,1,5
109084,1,5
109085,1,5
109082,0,346
109083,1,5
109080,1,5
100156,0,1018
100154,2,159
100153,2,9
100152,2,1624
100151,2,1625
100150,2,2
100158,0,22
92628,2,1083
92629,3,1459
92622,15,277
92623,7,62
92620,0,12
92621,2,13
92626,2,86
92627,2,9
92624,2,465
92625,2,382
88544,0,5
88545,2,735
88546,2,13
88540,0,1626
88541,0,3
86888,2,955
86887,2,128
86886,3,170
86885,0,3
86883,83,1016
86881,2,154
86880,2,7
101284,2,7
101285,1,5
101286,1,2
101287,2,154
101280,1,5
101281,1,3
101282,2,42
101283,1,2
101288,0,3
101289,2,44
98930,2,14
98545,2,259
98547,51,305
98546,2,7
98541,0,13
98540,2,13
98543,0,22
98542,1,3
98549,0,22
98548,0,35
93393,0,22
104100,0,21
104101,0,36
104102,2,14
104103,0,21
104104,0,36
104105,2,30
104106,0,35
104107,0,21
104108,1,2
104109,0,1
95218,0,3
92240,0,192
92241,0,12
92246,0,185
92247,0,233
88817,0,48
2620970,2,1
88812,3,1072
86715,64,1627
86713,33,189
86712,2,7
86711,0,44
86710,0,1628
96586,2,13
96422,2,2
2513953,2,13
2513954,2,1
96338,0,3
96339,0,3
89138,2,1629
89139,2,9
89130,2,1630
89131,2,1
89136,2,802
89137,0,520
89135,2,1043
103349,1,1
103348,1,5
103347,1,5
103346,0,21
103345,0,9
103344,0,3
103343,0,1
103342,0,3
103341,0,1
103340,2,13
91657,2,154
2789928,1,83
91753,1,5
95067,2,3
88265,2,63
88264,2,13
88266,2,335
88262,2,9
90450,2,13
88269,2,262
88268,3,186
85521,2,9
85520,2,158
97063,1,12
97062,1,1
97061,0,1002
97060,0,10
97067,1,2
85523,2,67
97065,0,352
97064,0,3
95511,2,139
95510,2,5
85522,2,7
95514,23,275
95517,2,19
95516,0,35
90592,2,7
90596,2,1631
90597,2,215
90594,0,1
85526,79,9
2649075,2,1
98198,0,10
94048,2,40
2516298,0,3
90040,1,2
90042,1,2
90043,1,2
90044,0,12
90045,0,12
90046,0,12
90048,2,853
90049,2,42
112868,1,2
112869,2,1
112860,2,1
112861,1,2
112862,2,1
112863,2,1
112864,0,1
112865,2,1
112866,2,2
112867,2,1
94743,0,9
94742,0,156
94747,2,1
94746,0,1
94745,2,488
94744,0,655
93300,2,362
99902,2,13
90456,2,416
89680,3,284
89681,3,1632
1087730,0,156
1087733,2,128
1087734,2,13
1087737,1,1
1087739,1,2
1087738,2,154
1279722,2,1633
89685,3,1634
98895,2,9
856346,1,1
89686,3,310
89688,3,523
97801,0,69
97800,0,3
97805,0,3
97804,2,1115
97807,0,1
97806,0,12
89938,3,1209
90946,2,7
108601,1,2
117993,0,1
117992,2,11
117991,2,44
117990,2,1
117997,0,12
117996,1,1
117995,48,580
117994,2,1
117999,48,580
117998,2,1
91706,0,1
108606,1,5
111741,1,2
111745,1,2
111748,1,1
111749,2,1
93111,2,102
91701,3,1504
92352,0,1528
92353,2,265
92350,0,22
92351,66,441
92356,45,1635
93115,1,2
93114,1,2
98123,2,22
2392217,114,1636
94331,15,347
98386,2,0
98385,2,13
98384,0,36
98381,2,7
98380,2,516
1395207,2,1637
98389,0,22
98126,0,12
92977,2,9
92974,2,141
92975,0,22
92972,42,728
92973,2,139
92970,2,90
92971,2,290
92979,0,97
96073,7,5
96072,2,398
96071,2,427
96070,2,7
93008,0,1
104348,2,30
104349,2,30
104346,2,67
104347,3,2
104344,2,68
104345,1,1
104342,1,2
104343,1,1
104340,1,1
104341,0,1
801501,1,3
106278,1,2
106279,1,2
106270,2,1
106277,1,2
104698,2,68
104699,0,12
104690,1,5
104691,0,1
104692,2,631
104693,2,1
104694,2,1
104695,1,1
104696,0,3
104697,1,1
106182,1,5
106180,1,2
106181,1,5
106186,0,12
106187,1,83
105561,2,664
105565,2,30
105566,1,2
102693,2,13
102690,0,12
102691,2,44
102696,2,1
102697,2,7
102694,1,12
102695,2,9
102698,0,283
102699,3,2
91752,0,12
95901,2,808
99169,2,1483
99164,2,189
99165,0,12
99166,2,1
99167,2,30
99160,1,5
99161,1,1
99162,1,1
99163,2,9
1520678,1,540
102036,2,67
102037,0,1
102034,2,292
102035,0,21
102032,1,1
102033,0,1
102030,2,69
102031,0,35
102038,0,12
102039,2,13
107630,1,5
107638,1,5
1866189,0,12
87017,0,1638
87016,0,1
92365,0,3
98638,2,1
108782,1,5
108783,0,1
108780,0,1
108781,1,5
108786,1,1
108784,0,10
108785,1,5
87019,49,1639
91096,2,328
91090,2,154
91091,2,154
91092,2,139
91093,2,42
99448,0,48
89424,2,9
103637,3,352
103636,0,1
103635,0,346
103634,0,3
103633,0,1
103632,1,5
103631,2,13
103630,0,21
103639,0,12
103638,0,12
91542,3,752
91546,2,42
91544,0,35
91545,0,3
101671,2,30
101673,98,2
101672,1,2
101675,0,1264
101674,0,21
101677,0,1
101676,0,11
101679,3,1049
101678,0,52
109125,1,5
109124,2,7
109127,1,5
109121,1,2
109120,1,5
109123,2,68
109122,0,10
109129,2,68
109128,1,5
92531,2,13
99499,3,871
92015,0,7
92016,0,1
92011,2,147
92013,2,7
92019,2,240
101095,0,3
101094,0,35
101097,1,5
101096,0,13
101091,2,44
101090,2,141
101093,2,7
101092,1,3
101098,1,5
109559,1,1
109552,1,2
111989,2,1
85192,4,461
85749,49,489
85741,0,1
85743,2,1640
85742,2,3
85747,2,1641
93806,0,22
90675,2,1642
99493,0,218
87677,0,1643
87676,2,13
87670,2,265
99495,1,3
87678,2,1644
93387,2,290
91790,0,12
93125,91,1645
2649076,2,13
91796,2,42
88929,3,972
2516269,1,1
86106,1,1
86104,2,40
86105,2,102
86103,2,1196
86100,2,3
86101,2,7
95890,0,12
95891,2,1
95892,0,22
95893,0,156
95894,1,1
95895,0,12
86108,0,7
86109,77,1646
88223,2,1647
88650,2,86
88222,3,1354
88654,2,1648
100650,3,112
100653,0,12
96279,2,13
96278,2,20
100654,0,12
96277,1,2
96276,1,3
96271,3,424
96270,1,1
96273,0,131
100655,2,664
86766,2,1649
86767,2,1650
89305,2,9
2421297,0,2
89301,2,51
89300,0,3
89303,2,9
89309,1,5
97783,3,204
93073,3,752
97638,0,3
97639,0,36
97018,2,30
97632,2,76
97633,2,50
97630,2,1651
97637,0,36
97634,2,3
97635,1,5
90941,0,105
90943,2,13
90942,3,28
90945,2,9
86768,2,1412
90947,0,12
90948,0,3
86769,4,1
2808294,1,1
2808291,1,1
118237,1,2
118236,1,1
118235,1,2
118234,1,2
118233,2,2
118232,1,1
118231,2,2
118230,1,1
99366,0,11
99364,2,9
99365,3,30
99362,1,1
99363,0,521
118239,1,3
118238,1,1
90367,3,753
90366,2,1652
90360,2,35
93000,2,9
90369,2,289
95700,1,2
95701,2,527
95704,0,12
95705,2,731
95707,0,3
95708,42,1653
97889,47,927
93003,2,7
91865,2,200
91864,1,2
96020,1,30
96021,7,5
98803,3,611
98630,2,1
931615,1,3
87351,2,1
145782,0,36
96023,3,1245
106847,1,2
106846,0,12
106845,1,1
106844,2,30
106843,2,13
106840,2,653
91708,0,3
106848,2,30
145448,1,5
145449,1,2
93702,2,1654
93703,2,90
93700,0,22
93701,2,14
93707,3,614
93704,2,44
93705,2,336
93708,3,1576
93709,2,7
110468,0,1
110469,1,5
110462,2,8
110463,1,2
110460,2,1
110461,1,1
110466,2,1
110467,1,1
110464,1,83
110465,1,2
96027,0,36
93384,0,290
98197,0,1
96028,0,50
95285,0,12
95287,2,139
95281,0,1
95280,2,204
95283,1,5
95289,2,9
95288,2,1
1521291,0,3
96029,0,52
98772,2,13
98773,0,36
98771,2,505
98776,2,623
98777,1,5
98774,1,5
98778,2,0
98779,0,36
100878,0,1
100879,3,1480
96147,2,290
100874,2,67
100875,1,5
100876,0,10
100877,0,2
100870,2,76
100871,0,794
100872,2,1
100873,2,13
104559,2,128
104557,1,5
104556,2,128
104555,2,5
104554,1,30
104553,1,1
104552,0,10
104551,2,30
104550,2,30
97747,2,9
96146,0,9
96145,0,22
98196,2,7
96144,2,9
98194,2,1
98192,0,12
98193,1,3
98190,0,50
98191,0,3
1101269,0,1655
98199,2,271
99829,0,12
99828,3,2
99825,8,13
99824,1,1
99827,0,709
99826,0,3
99821,0,22
99820,1,2
99823,0,36
99822,0,1656
809122,1,1
96142,2,542
89166,2,678
98935,2,13
106028,0,1657
106021,1,83
106020,1,2
106023,2,68
106022,1,83
106024,0,3
106027,2,259
106026,1,1658
112280,1,2
112281,2,1
112282,1,1
112283,0,803
96867,0,3
91914,0,12
93799,2,964
89643,113,1659
85838,2,1660
112752,1,1
112753,1,2
112750,1,3
112751,2,1
112754,2,0
112755,0,12
94211,2,1661
96953,54,1662
94210,0,131
94213,2,7
94979,0,1089
94212,3,2
94215,2,7
94214,2,379
94217,2,50
94216,2,51
97092,0,22
97093,3,12
97090,3,41
97096,2,1663
88418,0,52
88419,1,1
90086,2,90
100467,2,30
100466,0,1664
100465,0,501
100463,31,1
100462,0,52
100461,1,30
100460,0,1665
90080,2,777
100469,1,3
90082,2,139
91185,2,562
87992,2,9
87990,0,1
87991,2,469
87994,3,1666
100791,0,543
100790,0,11
100793,2,1
100792,0,1
100795,1,3
100794,0,1667
100797,2,13
100796,0,36
100799,2,44
100798,2,271
94220,3,1668
94221,2,18
93427,0,3
93425,1,2
93424,2,382
93423,2,42
93422,2,290
93421,2,290
93420,3,232
103844,2,664
103845,1,1
103846,2,7
103847,2,1
103840,0,44
103841,0,12
103842,1,5
103848,2,0
103849,2,1
93428,2,95
89558,0,15
91231,2,63
91233,3,1
99769,0,3
91234,0,1
91237,0,48
94227,0,12
95977,0,12
91238,2,79
88816,0,3
94708,1,1
94707,0,22
94706,0,50
94705,2,9
94704,2,139
94703,2,13
94702,23,1669
94700,2,29
111979,1,5
111978,1,2
111977,1,5
111976,1,2
111974,1,1
91360,2,302
111971,1,1
111970,2,1
98201,2,44
92125,2,129
145712,1,83
97098,2,1
145713,2,1
145711,0,30
85313,3,1670
94343,0,1671
85310,2,1
145717,2,1
145715,2,1
85317,2,9
85314,2,9
111139,2,30
111138,1,2
118417,1,2
118416,0,1
118415,2,68
118414,1,83
118413,1,2
118412,1,2
118411,2,30
118410,1,1
110661,1,5
110663,2,1
110664,2,68
110665,1,1
118419,2,1
110667,1,2
89408,2,187
89409,8,313
89402,2,14
89403,8,51
89400,2,311
89401,13,468
89406,2,13
89404,103,1312
89405,2,350
85837,2,50
89474,2,139
85836,3,1672
85835,3,2
85834,3,975
85833,2,127
85832,2,44
85831,2,276
88504,3,522
87928,0,22
87927,3,7
87926,3,316
95915,2,13
95914,2,13
95917,2,7
87925,3,614
95913,0,52
95912,0,51
87228,3,1673
87924,1,2
87923,3,1674
87922,2,0
88757,2,154
88756,2,30
88751,2,7
87921,3,1675
88752,3,1
89478,2,1371
2441473,0,1
96758,0,1
87223,0,36
96752,2,13
87224,2,1471
96750,1,1
96751,0,12
96756,3,1676
96757,0,2
96754,2,13
2358,2,1
2359,2,1
89535,2,206
89532,8,313
98498,0,3
93984,2,1677
89533,2,154
93981,44,404
93988,0,15
93989,2,1678
97405,2,1679
97404,0,204
97407,3,2
97406,2,654
97401,2,475
97400,2,13
97403,0,3
97402,0,13
97409,0,1
97408,0,1
94668,0,3
94669,0,7
102241,2,35
102240,0,10
102243,0,3
102242,0,1
102245,2,1
102244,2,44
102246,1,3
102249,0,76
102248,0,1
89531,2,9
112518,0,10
112519,1,2
104959,1,2
104958,40,1
104953,3,2
104952,1,2
104951,2,1
104950,0,12
112514,2,68
104956,0,1
104955,2,7
104954,2,8
88423,2,1680
94186,2,234
98497,2,1
102146,1,1
88340,2,153
86537,2,13
98273,0,3
88422,1,404
99667,2,1
99666,2,688
99665,2,382
99664,2,44
99661,0,204
99660,1,5
111894,1,1
111895,2,68
111890,73,1681
111891,1,5
111892,1,5
111893,1,2
95133,0,50
95132,2,9
95131,4,507
95137,0,655
88813,2,639
95135,1,5
95134,2,2
88346,2,1682
95138,2,25
88420,2,1683
86534,15,138
86118,2,1684
86533,3,715
86532,2,1685
2620889,2,204
107361,1,2
107360,1,83
107362,1,59
107365,2,91
107367,2,68
107366,1,5
107369,1,2
99763,0,156
92769,2,1036
145879,2,1
145878,2,68
145872,1,1
145871,2,2
145870,1,2
145877,2,1
145876,1,2
145875,1,5
145874,1,1
95076,0,36
95971,1,1
95077,2,379
95075,0,3
86530,0,1686
95072,0,12
95071,0,3
88348,2,1687
91937,2,262
91936,0,12
91934,2,57
91932,2,23
91931,3,972
91930,0,3
88349,2,607
91939,2,265
91938,2,144
107981,1,83
107980,1,2
107982,1,83
96603,2,13
101209,2,128
91083,2,30
110917,1,5
104188,0,1688
104189,0,3
104180,0,74
104181,1,5
104184,1,1
104185,0,74
104186,0,5
104187,0,3
90012,2,165
91866,2,13
101978,2,7
101979,0,13
95888,0,21
101972,0,21
101973,0,10
101970,1,83
101971,17,2
101976,2,1
101977,2,3
101974,2,1
101975,1,3
105279,1,1
105278,1,1
105271,2,44
105270,2,44
105273,1,1
105272,2,1
105275,1,2
105274,2,1
105277,1,1
105276,1,1
1087960,1,1
1087961,0,12
1087963,2,2
95976,0,12
98493,2,1689
86799,2,7
86797,2,1499
86796,3,429
86795,2,9
86793,0,1690
86791,2,626
95975,0,21
86571,2,9
2481368,0,1
106616,7,1
106614,1,1691
106615,1,1692
106612,1,1
106613,0,30
106610,1,5
106611,0,10
106618,0,12
106619,3,2
102726,1,1
102727,1,12
102724,2,1
102725,0,3
102722,2,1
102723,0,12
102720,2,1
102721,7,5
102728,1,5
102729,0,12
108544,0,1693
108545,2,68
108546,1,5
108547,2,30
108540,2,0
108541,1,2
108542,1,2
108548,1,5
108549,1,5
95973,0,12
89894,0,1
92647,2,9
95972,3,232
89892,2,13
98942,0,10
142889,2,1
88182,2,204
100327,2,30
142883,1,1
142882,0,36
142881,1,1
142887,2,0
142886,1,2
109635,1,5
109634,0,36
109637,1,2
109636,1,5
109631,1,2
109630,0,12
109633,1,1
109632,0,36
87548,2,742
142884,1,2
109639,2,1
109638,1,5
88599,2,79
88598,2,7
86023,2,529
86022,0,1
86025,3,1694
86024,0,3
85200,2,414
86027,4,1151
86026,2,1654
86683,2,8
86682,2,529
86028,2,1
100614,0,35
100615,2,1
100616,0,13
100610,1,1
100611,0,1
100612,0,1018
100613,3,657
100618,0,1695
100619,0,1
86689,2,1696
86688,0,700
95885,0,1697
91283,0,35
85203,1,1
85204,3,22
87571,1,1
90512,1,2
90513,0,22
90510,0,36
90511,2,9
90516,0,35
90517,0,3
90515,0,22
90518,3,1698
90519,2,1699
101565,0,82
101564,2,76
101567,1,5
101566,0,3
101561,2,543
101560,0,2
101563,2,259
101569,2,102
101568,0,21
96820,1,2
96821,0,12
96823,2,1700
96827,2,348
117958,1,2
97306,0,723
96633,2,0
87981,0,12
98340,0,36
94118,2,13
98346,2,3
110074,0,35
2620942,0,1701
2620946,2,7
94112,2,1702
85325,2,1703
110071,38,1285
